Provider,IP_Claims_Total,OP_Claims_Total,Total_Reimbursed,Claim_Ratio,Inpatient_Visits,Outpatient_Visits,PotentialFraud,Claim_Ratio_IP_to_OP,Claim_Ratio_OP_to_Total,Avg_IP_Claim,Avg_OP_Claim,Total_Visits,IP_to_Total_Visit_Ratio,OP_to_Total_Visit_Ratio
PRV52488,0.0,44710.0,44710.0,0.0,0.0,183.0,No,0.0,0.9999776341392499,0.0,242.9891304347826,183.0,0.0,0.9945652173913043
PRV52490,0.0,4990.0,4990.0,0.0,0.0,17.0,No,0.0,0.9997996393508315,0.0,277.22222222222223,17.0,0.0,0.9444444444444444
PRV52491,0.0,16580.0,16580.0,0.0,0.0,63.0,No,0.0,0.9999396900066341,0.0,259.0625,63.0,0.0,0.984375
PRV52492,0.0,7810.0,7810.0,0.0,0.0,34.0,No,0.0,0.9998719754192805,0.0,223.14285714285714,34.0,0.0,0.9714285714285714
PRV52493,0.0,3970.0,3970.0,0.0,0.0,16.0,No,0.0,0.9997481742634097,0.0,233.52941176470588,16.0,0.0,0.9411764705882353
PRV52494,0.0,20.0,20.0,0.0,0.0,1.0,No,0.0,0.9523809523809523,0.0,10.0,1.0,0.0,0.5
PRV52495,97000.0,1800.0,98800.0,53.85896724042199,12.0,3.0,No,53.85896724042199,0.01821843908462465,7461.538461538462,450.0,15.0,0.75,0.1875
PRV52497,55000.0,4240.0,59240.0,12.968639471822684,4.0,26.0,Yes,12.968639471822684,0.07157205313887341,11000.0,157.03703703703704,30.0,0.12903225806451613,0.8387096774193549
PRV52499,115000.0,49670.0,164670.0,2.3152342413078055,8.0,149.0,No,2.3152342413078055,0.3016317384360331,12777.777777777777,331.1333333333333,157.0,0.05063291139240506,0.9430379746835443
PRV52500,55000.0,31310.0,86310.0,1.756571173070167,7.0,119.0,No,1.756571173070167,0.3627579335194819,6875.0,260.9166666666667,126.0,0.05511811023622047,0.937007874015748
PRV52501,0.0,4840.0,4840.0,0.0,0.0,19.0,No,0.0,0.999793431109275,0.0,242.0,19.0,0.0,0.95
PRV52502,232070.0,28830.0,260900.0,8.04932191044362,26.0,93.0,Yes,8.04932191044362,0.11050168454701209,8595.185185185184,306.70212765957444,119.0,0.21666666666666667,0.775
PRV52503,44000.0,28800.0,72800.0,1.5277247317801466,5.0,73.0,No,1.5277247317801466,0.39559896155272595,7333.333333333333,389.18918918918916,78.0,0.06329113924050633,0.9240506329113924
PRV52504,112200.0,1980.0,114180.0,56.638061585058054,14.0,26.0,Yes,56.638061585058054,0.017340888589169826,7480.0,73.33333333333333,40.0,0.34146341463414637,0.6341463414634146
PRV52506,0.0,2190.0,2190.0,0.0,0.0,13.0,No,0.0,0.9995435874030123,0.0,156.42857142857142,13.0,0.0,0.9285714285714286
PRV52507,0.0,7250.0,7250.0,0.0,0.0,29.0,No,0.0,0.9998620879878637,0.0,241.66666666666666,29.0,0.0,0.9666666666666667
PRV52508,23000.0,7640.0,30640.0,3.0100772150242117,2.0,35.0,No,3.0100772150242117,0.24933912078587514,7666.666666666667,212.22222222222223,37.0,0.05263157894736842,0.9210526315789473
PRV52509,96000.0,17850.0,113850.0,5.377849980393255,6.0,57.0,No,5.377849980393255,0.15678386663270416,13714.285714285714,307.7586206896552,63.0,0.09375,0.890625
PRV52510,0.0,4240.0,4240.0,0.0,0.0,26.0,No,0.0,0.9997642065550578,0.0,157.03703703703704,26.0,0.0,0.9629629629629629
PRV52511,675200.0,45080.0,720280.0,14.977484971495752,75.0,171.0,Yes,14.977484971495752,0.06258668491880252,8884.21052631579,262.09302325581393,246.0,0.30364372469635625,0.6923076923076923
PRV52512,0.0,6090.0,6090.0,0.0,0.0,31.0,No,0.0,0.9998358233459202,0.0,190.3125,31.0,0.0,0.96875
PRV52513,0.0,3870.0,3870.0,0.0,0.0,20.0,No,0.0,0.9997416688194265,0.0,184.28571428571428,20.0,0.0,0.9523809523809523
PRV52514,0.0,6600.0,6600.0,0.0,0.0,15.0,No,0.0,0.9998485078018482,0.0,412.5,15.0,0.0,0.9375
PRV52515,0.0,2450.0,2450.0,0.0,0.0,17.0,No,0.0,0.9995920032639739,0.0,136.11111111111111,17.0,0.0,0.9444444444444444
PRV52517,0.0,10910.0,10910.0,0.0,0.0,32.0,No,0.0,0.9999083493721932,0.0,330.6060606060606,32.0,0.0,0.9696969696969697
PRV52518,57000.0,15340.0,72340.0,3.7155335375790366,1.0,50.0,No,3.7155335375790366,0.21205125724001603,28500.0,300.7843137254902,51.0,0.019230769230769232,0.9615384615384616
PRV52519,98000.0,39180.0,137180.0,2.5012123222990734,6.0,94.0,No,2.5012123222990734,0.28560806525685045,14000.0,412.42105263157896,100.0,0.0594059405940594,0.9306930693069307
PRV52520,0.0,39910.0,39910.0,0.0,0.0,121.0,No,0.0,0.9999749442509583,0.0,327.1311475409836,121.0,0.0,0.9918032786885246
PRV52521,0.0,25000.0,25000.0,0.0,0.0,113.0,No,0.0,0.999960001599936,0.0,219.2982456140351,113.0,0.0,0.9912280701754386
PRV52523,0.0,480.0,480.0,0.0,0.0,3.0,No,0.0,0.997920997920998,0.0,120.0,3.0,0.0,0.75
PRV52525,0.0,150.0,150.0,0.0,0.0,2.0,No,0.0,0.9933774834437086,0.0,50.0,2.0,0.0,0.6666666666666666
PRV52526,0.0,90.0,90.0,0.0,0.0,1.0,No,0.0,0.989010989010989,0.0,45.0,1.0,0.0,0.5
PRV52527,0.0,48730.0,48730.0,0.0,0.0,160.0,No,0.0,0.9999794791816298,0.0,302.67080745341616,160.0,0.0,0.9937888198757764
PRV52528,0.0,6460.0,6460.0,0.0,0.0,26.0,No,0.0,0.9998452251973379,0.0,239.25925925925927,26.0,0.0,0.9629629629629629
PRV52529,0.0,2120.0,2120.0,0.0,0.0,12.0,No,0.0,0.9995285242809995,0.0,163.07692307692307,12.0,0.0,0.9230769230769231
PRV52530,3000.0,2210.0,5210.0,1.3568521031207599,1.0,9.0,No,1.3568521031207599,0.42410285933601993,1500.0,221.0,10.0,0.09090909090909091,0.8181818181818182
PRV52531,0.0,2970.0,2970.0,0.0,0.0,5.0,No,0.0,0.9996634129922585,0.0,495.0,5.0,0.0,0.8333333333333334
PRV52532,0.0,2550.0,2550.0,0.0,0.0,16.0,No,0.0,0.999607996863975,0.0,150.0,16.0,0.0,0.9411764705882353
PRV52533,0.0,7380.0,7380.0,0.0,0.0,43.0,No,0.0,0.9998645170031161,0.0,167.72727272727272,43.0,0.0,0.9772727272727273
PRV52535,0.0,7200.0,7200.0,0.0,0.0,18.0,No,0.0,0.9998611303985557,0.0,378.94736842105266,18.0,0.0,0.9473684210526315
PRV52536,14000.0,0.0,14000.0,14000.0,1.0,0.0,No,14000.0,0.0,7000.0,0.0,1.0,0.5,0.0
PRV52537,57000.0,0.0,57000.0,57000.0,1.0,0.0,No,57000.0,0.0,28500.0,0.0,1.0,0.5,0.0
PRV52539,0.0,4450.0,4450.0,0.0,0.0,14.0,No,0.0,0.9997753313862053,0.0,296.6666666666667,14.0,0.0,0.9333333333333333
PRV52540,0.0,3370.0,3370.0,0.0,0.0,7.0,No,0.0,0.9997033521210323,0.0,421.25,7.0,0.0,0.875
PRV52541,41000.0,0.0,41000.0,41000.0,5.0,0.0,No,41000.0,0.0,6833.333333333333,0.0,5.0,0.8333333333333334,0.0
PRV52542,0.0,15920.0,15920.0,0.0,0.0,62.0,No,0.0,0.9999371898750079,0.0,252.6984126984127,62.0,0.0,0.9841269841269841
PRV52543,0.0,47550.0,47550.0,0.0,0.0,171.0,No,0.0,0.9999789699480558,0.0,276.45348837209303,171.0,0.0,0.9941860465116279
PRV52544,34000.0,0.0,34000.0,34000.0,6.0,0.0,No,34000.0,0.0,4857.142857142857,0.0,6.0,0.8571428571428571,0.0
PRV52545,0.0,1460.0,1460.0,0.0,0.0,13.0,No,0.0,0.999315537303217,0.0,104.28571428571429,13.0,0.0,0.9285714285714286
PRV52547,0.0,3020.0,3020.0,0.0,0.0,2.0,No,0.0,0.9996689837802052,0.0,1006.6666666666666,2.0,0.0,0.6666666666666666
PRV52548,37000.0,1750.0,38750.0,21.1307824100514,5.0,10.0,No,21.1307824100514,0.04516012490000258,6166.666666666667,159.0909090909091,15.0,0.3125,0.625
PRV52549,39000.0,58160.0,97160.0,0.67055243204209,6.0,150.0,No,0.67055243204209,0.5985940861045069,5571.428571428572,385.1655629139073,156.0,0.03821656050955414,0.9554140127388535
PRV52551,0.0,920.0,920.0,0.0,0.0,5.0,No,0.0,0.998914223669924,0.0,153.33333333333334,5.0,0.0,0.8333333333333334
PRV52552,107000.0,12870.0,119870.0,8.313262372776007,11.0,44.0,No,8.313262372776007,0.10736541782416097,8916.666666666666,286.0,55.0,0.19642857142857142,0.7857142857142857
PRV52553,60000.0,2320.0,62320.0,25.850926324859973,4.0,4.0,No,25.850926324859973,0.03722661703117729,12000.0,464.0,8.0,0.4444444444444444,0.4444444444444444
PRV52554,0.0,1970.0,1970.0,0.0,0.0,13.0,No,0.0,0.9994926433282597,0.0,140.71428571428572,13.0,0.0,0.9285714285714286
PRV52555,0.0,3600.0,3600.0,0.0,0.0,7.0,No,0.0,0.9997222993612885,0.0,450.0,7.0,0.0,0.875
PRV52556,447000.0,17760.0,464760.0,25.167501829851922,46.0,69.0,No,25.167501829851922,0.03821318914452805,9510.63829787234,253.71428571428572,115.0,0.39655172413793105,0.5948275862068966
PRV52557,0.0,970.0,970.0,0.0,0.0,11.0,No,0.0,0.9989701338825953,0.0,80.83333333333333,11.0,0.0,0.9166666666666666
PRV52558,0.0,140900.0,140900.0,0.0,0.0,494.0,No,0.0,0.9999929028182909,0.0,284.64646464646466,494.0,0.0,0.997979797979798
PRV52559,0.0,90740.0,90740.0,0.0,0.0,359.0,No,0.0,0.9999889796233236,0.0,252.05555555555554,359.0,0.0,0.9972222222222222
PRV52560,0.0,145450.0,145450.0,0.0,0.0,503.0,No,0.0,0.9999931248324178,0.0,288.5912698412698,503.0,0.0,0.998015873015873
PRV52561,0.0,128900.0,128900.0,0.0,0.0,280.0,No,0.0,0.9999922421082846,0.0,458.7188612099644,280.0,0.0,0.99644128113879
PRV52562,72000.0,18620.0,90620.0,3.8666022232962782,6.0,81.0,No,3.8666022232962782,0.20547113803643746,10285.714285714286,227.0731707317073,87.0,0.06818181818181818,0.9204545454545454
PRV52563,0.0,173770.0,173770.0,0.0,0.0,473.0,No,0.0,0.9999942452998487,0.0,366.6033755274262,473.0,0.0,0.9978902953586498
PRV52564,35000.0,4700.0,39700.0,7.445224420336099,5.0,16.0,No,7.445224420336099,0.11838492733180525,5833.333333333333,276.47058823529414,21.0,0.22727272727272727,0.7272727272727273
PRV52565,109000.0,32640.0,141640.0,3.3393584755369012,11.0,126.0,No,3.3393584755369012,0.23044175062305405,9083.333333333334,257.00787401574803,137.0,0.07971014492753623,0.9130434782608695
PRV52566,219400.0,32630.0,252030.0,6.723667677974932,22.0,117.0,No,6.723667677974932,0.12946820034043433,9539.130434782608,276.52542372881356,139.0,0.15714285714285714,0.8357142857142857
PRV52567,0.0,29670.0,29670.0,0.0,0.0,66.0,No,0.0,0.9999662970577331,0.0,442.8358208955224,66.0,0.0,0.9850746268656716
PRV52568,0.0,25730.0,25730.0,0.0,0.0,87.0,No,0.0,0.999961136372469,0.0,292.3863636363636,87.0,0.0,0.9886363636363636
PRV52570,62000.0,6190.0,68190.0,10.01453723146503,8.0,16.0,No,10.01453723146503,0.09077444237509348,6888.888888888889,364.11764705882354,24.0,0.32,0.64
PRV52571,0.0,161790.0,161790.0,0.0,0.0,508.0,No,0.0,0.9999938191864813,0.0,317.85854616895875,508.0,0.0,0.9980353634577603
PRV52572,0.0,4150.0,4150.0,0.0,0.0,3.0,No,0.0,0.9997590941941701,0.0,1037.5,3.0,0.0,0.75
PRV52573,0.0,158670.0,158670.0,0.0,0.0,587.0,No,0.0,0.9999936976511146,0.0,269.8469387755102,587.0,0.0,0.9982993197278912
PRV52574,1498900.0,34930.0,1533830.0,42.91030889467808,146.0,113.0,Yes,42.91030889467808,0.022773043444812367,10196.598639455782,306.4035087719298,259.0,0.5615384615384615,0.4346153846153846
PRV52575,0.0,23780.0,23780.0,0.0,0.0,70.0,No,0.0,0.9999579496236491,0.0,334.92957746478874,70.0,0.0,0.9859154929577465
PRV52576,42000.0,7850.0,49850.0,5.3496369889186095,3.0,23.0,No,5.3496369889186095,0.1574692583900022,10500.0,327.0833333333333,26.0,0.1111111111111111,0.8518518518518519
PRV52577,0.0,2550.0,2550.0,0.0,0.0,8.0,No,0.0,0.999607996863975,0.0,283.3333333333333,8.0,0.0,0.8888888888888888
PRV52578,348000.0,5050.0,353050.0,68.89724806968917,37.0,12.0,Yes,68.89724806968917,0.01430388244191349,9157.894736842105,388.46153846153845,49.0,0.74,0.24
PRV52579,0.0,1060.0,1060.0,0.0,0.0,9.0,No,0.0,0.9990574929311969,0.0,106.0,9.0,0.0,0.9
PRV52580,0.0,7090.0,7090.0,0.0,0.0,39.0,No,0.0,0.9998589761669722,0.0,177.25,39.0,0.0,0.975
PRV52581,0.0,40050.0,40050.0,0.0,0.0,142.0,No,0.0,0.9999750318344112,0.0,280.0699300699301,142.0,0.0,0.993006993006993
PRV52582,190000.0,1020.0,191020.0,186.09206660137122,19.0,4.0,No,186.09206660137122,0.005339727045717487,9500.0,204.0,23.0,0.7916666666666666,0.16666666666666666
PRV52583,196000.0,41790.0,237790.0,4.690005025005384,26.0,182.0,No,4.690005025005384,0.1757425638480851,7259.259259259259,228.36065573770492,208.0,0.12440191387559808,0.8708133971291866
PRV52584,45000.0,12460.0,57460.0,3.611267153518979,3.0,51.0,No,3.611267153518979,0.21684272811124067,11250.0,239.6153846153846,54.0,0.05454545454545454,0.9272727272727272
PRV52586,0.0,300.0,300.0,0.0,0.0,1.0,No,0.0,0.9966777408637874,0.0,150.0,1.0,0.0,0.5
PRV52587,0.0,38900.0,38900.0,0.0,0.0,137.0,No,0.0,0.9999742937199558,0.0,281.8840579710145,137.0,0.0,0.9927536231884058
PRV52588,167000.0,9620.0,176620.0,17.357863008003328,17.0,33.0,No,17.357863008003328,0.05446690937091286,9277.777777777777,282.94117647058823,50.0,0.3333333333333333,0.6470588235294118
PRV52589,723800.0,109120.0,832920.0,6.633003729804529,81.0,345.0,Yes,6.633003729804529,0.1310088231657024,8826.829268292682,315.3757225433526,426.0,0.18969555035128804,0.8079625292740047
PRV52590,1204050.0,23530.0,1227580.0,51.168671114699755,115.0,93.0,Yes,51.168671114699755,0.01916777793074347,10379.741379310344,250.31914893617022,208.0,0.5502392344497608,0.4449760765550239
PRV52591,0.0,12510.0,12510.0,0.0,0.0,46.0,No,0.0,0.9999200703381025,0.0,266.17021276595744,46.0,0.0,0.9787234042553191
PRV52592,56000.0,3620.0,59620.0,15.465341066003866,7.0,12.0,No,15.465341066003866,0.060716861508528876,7000.0,278.46153846153845,19.0,0.35,0.6
PRV52593,0.0,142020.0,142020.0,0.0,0.0,582.0,Yes,0.0,0.9999929587877849,0.0,243.60205831903946,582.0,0.0,0.9982847341337907
PRV52596,0.0,400.0,400.0,0.0,0.0,2.0,No,0.0,0.9975062344139651,0.0,133.33333333333334,2.0,0.0,0.6666666666666666
PRV52598,0.0,10490.0,10490.0,0.0,0.0,31.0,No,0.0,0.999904680202078,0.0,327.8125,31.0,0.0,0.96875
PRV52599,0.0,87890.0,87890.0,0.0,0.0,272.0,No,0.0,0.9999886222707672,0.0,321.94139194139194,272.0,0.0,0.9963369963369964
PRV52602,84000.0,24520.0,108520.0,3.4256351698544103,9.0,70.0,No,3.4256351698544103,0.22594705172270804,8400.0,345.3521126760563,79.0,0.1125,0.875
PRV52604,0.0,3490.0,3490.0,0.0,0.0,7.0,No,0.0,0.9997135491263248,0.0,436.25,7.0,0.0,0.875
PRV52605,0.0,253880.0,253880.0,0.0,0.0,1000.0,No,0.0,0.9999960611467578,0.0,253.62637362637363,1000.0,0.0,0.999000999000999
PRV52606,0.0,10020.0,10020.0,0.0,0.0,30.0,No,0.0,0.9999002095599242,0.0,323.2258064516129,30.0,0.0,0.967741935483871
PRV52607,0.0,3400.0,3400.0,0.0,0.0,2.0,No,0.0,0.9997059688326962,0.0,1133.3333333333333,2.0,0.0,0.6666666666666666
PRV52608,3000.0,0.0,3000.0,3000.0,1.0,0.0,No,3000.0,0.0,1500.0,0.0,1.0,0.5,0.0
PRV52609,58000.0,40690.0,98690.0,1.425376618908358,5.0,128.0,Yes,1.425376618908358,0.41229696730198295,9666.666666666666,315.4263565891473,133.0,0.03731343283582089,0.9552238805970149
PRV52610,3000.0,7040.0,10040.0,0.42607584149978694,1.0,16.0,No,0.42607584149978694,0.7011253859177373,1500.0,414.11764705882354,17.0,0.05555555555555555,0.8888888888888888
PRV52611,80000.0,2760.0,82760.0,28.97500905469033,9.0,7.0,No,28.97500905469033,0.033349041215065066,8000.0,345.0,16.0,0.5294117647058824,0.4117647058823529
PRV52614,0.0,42480.0,42480.0,0.0,0.0,156.0,No,0.0,0.9999764600644995,0.0,270.5732484076433,156.0,0.0,0.9936305732484076
PRV52615,18000.0,770.0,18770.0,23.346303501945524,2.0,7.0,No,23.346303501945524,0.04102072345639551,6000.0,96.25,9.0,0.2,0.7
PRV52616,0.0,8640.0,8640.0,0.0,0.0,15.0,No,0.0,0.999884272653628,0.0,540.0,15.0,0.0,0.9375
PRV52617,349000.0,58900.0,407900.0,5.92519651618818,42.0,196.0,No,5.92519651618818,0.14439778279533513,8116.279069767442,298.98477157360406,238.0,0.17573221757322174,0.8200836820083682
PRV52621,176000.0,4280.0,180280.0,41.11188974538659,24.0,21.0,No,41.11188974538659,0.023740715882427987,7040.0,194.54545454545453,45.0,0.5217391304347826,0.45652173913043476
PRV52622,16000.0,1010.0,17010.0,15.825914935707221,4.0,3.0,No,15.825914935707221,0.05937334665804479,3200.0,252.5,7.0,0.5,0.375
PRV52623,147000.0,55290.0,202290.0,2.6586605414986164,10.0,225.0,No,2.6586605414986164,0.27331912937303193,13363.636363636364,244.64601769911505,235.0,0.0423728813559322,0.9533898305084746
PRV52626,0.0,560.0,560.0,0.0,0.0,3.0,No,0.0,0.9982174688057041,0.0,140.0,3.0,0.0,0.75
PRV52627,46000.0,70.0,46070.0,647.887323943662,3.0,2.0,No,647.887323943662,0.001519393978858718,11500.0,23.333333333333332,5.0,0.5,0.3333333333333333
PRV52628,0.0,604120.0,604120.0,0.0,0.0,2098.0,Yes,0.0,0.9999983447024685,0.0,287.81324440209625,2098.0,0.0,0.9995235826584088
PRV52629,0.0,12320.0,12320.0,0.0,0.0,61.0,No,0.0,0.9999188377566756,0.0,198.70967741935485,61.0,0.0,0.9838709677419355
PRV52630,774400.0,99070.0,873470.0,7.816616366040517,87.0,347.0,Yes,7.816616366040517,0.1134210523303006,8800.0,284.68390804597703,434.0,0.2,0.7977011494252874
PRV52631,0.0,321750.0,321750.0,0.0,0.0,1057.0,No,0.0,0.9999968920065516,0.0,304.11153119092626,1057.0,0.0,0.999054820415879
PRV52633,0.0,100770.0,100770.0,0.0,0.0,379.0,No,0.0,0.9999900765101071,0.0,265.1842105263158,379.0,0.0,0.9973684210526316
PRV52634,420400.0,4550.0,424950.0,92.37530213139969,58.0,29.0,No,92.37530213139969,0.010707116820527543,7125.423728813559,151.66666666666666,87.0,0.6590909090909091,0.32954545454545453
PRV52636,0.0,6820.0,6820.0,0.0,0.0,21.0,No,0.0,0.9998533939305088,0.0,310.0,21.0,0.0,0.9545454545454546
PRV52638,0.0,400.0,400.0,0.0,0.0,1.0,No,0.0,0.9975062344139651,0.0,200.0,1.0,0.0,0.5
PRV52639,0.0,10150.0,10150.0,0.0,0.0,37.0,No,0.0,0.9999014875381735,0.0,267.10526315789474,37.0,0.0,0.9736842105263158
PRV52640,0.0,11050.0,11050.0,0.0,0.0,66.0,No,0.0,0.9999095104515429,0.0,164.92537313432837,66.0,0.0,0.9850746268656716
PRV52641,164000.0,22330.0,186330.0,7.344050870986521,21.0,76.0,No,7.344050870986521,0.11984049889712393,7454.545454545455,290.0,97.0,0.21428571428571427,0.7755102040816326
PRV52642,1252000.0,76240.0,1328240.0,16.421610419590507,146.0,290.0,Yes,16.421610419590507,0.05739922197854155,8517.00680272109,261.9931271477663,436.0,0.3340961098398169,0.6636155606407322
PRV52643,0.0,5090.0,5090.0,0.0,0.0,11.0,No,0.0,0.9998035749361619,0.0,424.1666666666667,11.0,0.0,0.9166666666666666
PRV52644,64000.0,6530.0,70530.0,9.799418159546777,9.0,22.0,No,9.799418159546777,0.09258340304263374,6400.0,283.9130434782609,31.0,0.28125,0.6875
PRV52645,0.0,109630.0,109630.0,0.0,0.0,408.0,No,0.0,0.9999908784923972,0.0,268.0440097799511,408.0,0.0,0.9975550122249389
PRV52646,292000.0,14310.0,306310.0,20.4038851233317,34.0,70.0,No,20.4038851233317,0.04671722530369461,8342.857142857143,201.54929577464787,104.0,0.3238095238095238,0.6666666666666666
PRV52647,50000.0,21070.0,71070.0,2.372929618907503,7.0,68.0,No,2.372929618907503,0.2964640992810007,6250.0,305.3623188405797,75.0,0.09210526315789473,0.8947368421052632
PRV52648,0.0,255250.0,255250.0,0.0,0.0,842.0,Yes,0.0,0.9999960822876306,0.0,302.7876631079478,842.0,0.0,0.9988137603795967
PRV52649,0.0,602190.0,602190.0,0.0,0.0,2156.0,Yes,0.0,0.9999983393973009,0.0,279.17941585535465,2156.0,0.0,0.9995363931386184
PRV52651,33000.0,90.0,33090.0,362.6373626373626,3.0,1.0,No,362.6373626373626,0.0027197727478770663,8250.0,45.0,4.0,0.6,0.2
PRV52652,0.0,190560.0,190560.0,0.0,0.0,743.0,Yes,0.0,0.9999947523365221,0.0,256.1290322580645,743.0,0.0,0.9986559139784946
PRV52653,68000.0,950.0,68950.0,71.5036803364879,4.0,10.0,No,71.5036803364879,0.013777900248002205,13600.0,86.36363636363636,14.0,0.26666666666666666,0.6666666666666666
PRV52654,453700.0,29850.0,483550.0,15.198820810023115,58.0,119.0,No,15.198820810023115,0.06173082053392507,7689.830508474576,248.75,177.0,0.3258426966292135,0.6685393258426966
PRV52656,0.0,239770.0,239770.0,0.0,0.0,775.0,No,0.0,0.9999958293538418,0.0,308.9819587628866,775.0,0.0,0.9987113402061856
PRV52657,0.0,29250.0,29250.0,0.0,0.0,121.0,No,0.0,0.9999658131345937,0.0,239.75409836065575,121.0,0.0,0.9918032786885246
PRV52658,0.0,14840.0,14840.0,0.0,0.0,39.0,No,0.0,0.9999326190957483,0.0,371.0,39.0,0.0,0.975
PRV52659,0.0,3310.0,3310.0,0.0,0.0,24.0,No,0.0,0.9996979764421625,0.0,132.4,24.0,0.0,0.96
PRV52660,0.0,145400.0,145400.0,0.0,0.0,558.0,No,0.0,0.9999931224682086,0.0,260.10733452593917,558.0,0.0,0.998211091234347
PRV52661,0.0,75690.0,75690.0,0.0,0.0,247.0,No,0.0,0.9999867883896368,0.0,305.2016129032258,247.0,0.0,0.9959677419354839
PRV52662,11000.0,1790.0,12790.0,6.141820212171971,2.0,17.0,No,6.141820212171971,0.13994214682198422,3666.6666666666665,99.44444444444444,19.0,0.1,0.85
PRV52663,0.0,180650.0,180650.0,0.0,0.0,576.0,No,0.0,0.9999944644646307,0.0,313.0849220103986,576.0,0.0,0.9982668977469671
PRV52665,0.0,146130.0,146130.0,0.0,0.0,607.0,No,0.0,0.9999931568250405,0.0,240.3453947368421,607.0,0.0,0.9983552631578947
PRV52666,0.0,8930.0,8930.0,0.0,0.0,39.0,No,0.0,0.9998880304557161,0.0,223.25,39.0,0.0,0.975
PRV52667,0.0,150.0,150.0,0.0,0.0,3.0,No,0.0,0.9933774834437086,0.0,37.5,3.0,0.0,0.75
PRV52668,0.0,1850.0,1850.0,0.0,0.0,7.0,No,0.0,0.9994597514856834,0.0,231.25,7.0,0.0,0.875
PRV52669,0.0,300.0,300.0,0.0,0.0,1.0,No,0.0,0.9966777408637874,0.0,150.0,1.0,0.0,0.5
PRV52670,0.0,760.0,760.0,0.0,0.0,13.0,No,0.0,0.9986859395532195,0.0,54.285714285714285,13.0,0.0,0.9285714285714286
PRV52671,0.0,240.0,240.0,0.0,0.0,2.0,No,0.0,0.995850622406639,0.0,80.0,2.0,0.0,0.6666666666666666
PRV52672,0.0,390.0,390.0,0.0,0.0,3.0,No,0.0,0.9974424552429667,0.0,97.5,3.0,0.0,0.75
PRV52673,0.0,19470.0,19470.0,0.0,0.0,87.0,No,0.0,0.9999486415695137,0.0,221.25,87.0,0.0,0.9886363636363636
PRV52674,0.0,730.0,730.0,0.0,0.0,3.0,No,0.0,0.9986320109439124,0.0,182.5,3.0,0.0,0.75
PRV52676,0.0,9800.0,9800.0,0.0,0.0,39.0,No,0.0,0.9998979695949393,0.0,245.0,39.0,0.0,0.975
PRV52677,0.0,140.0,140.0,0.0,0.0,2.0,No,0.0,0.9929078014184397,0.0,46.666666666666664,2.0,0.0,0.6666666666666666
PRV52678,0.0,24930.0,24930.0,0.0,0.0,74.0,No,0.0,0.9999598892944527,0.0,332.4,74.0,0.0,0.9866666666666667
PRV52679,0.0,16100.0,16100.0,0.0,0.0,53.0,No,0.0,0.999937892056394,0.0,298.14814814814815,53.0,0.0,0.9814814814814815
PRV52681,0.0,460.0,460.0,0.0,0.0,3.0,No,0.0,0.9978308026030369,0.0,115.0,3.0,0.0,0.75
PRV52683,0.0,33240.0,33240.0,0.0,0.0,131.0,No,0.0,0.9999699166691736,0.0,251.8181818181818,131.0,0.0,0.9924242424242424
PRV52684,66000.0,64040.0,130040.0,1.0305897784231977,5.0,205.0,No,1.0305897784231977,0.49246007028552535,11000.0,310.873786407767,210.0,0.023696682464454975,0.9715639810426541
PRV52686,0.0,1120.0,1120.0,0.0,0.0,9.0,No,0.0,0.9991079393398751,0.0,112.0,9.0,0.0,0.9
PRV52687,56000.0,5920.0,61920.0,9.457861847660869,6.0,35.0,No,9.457861847660869,0.09560569112255939,8000.0,164.44444444444446,41.0,0.14285714285714285,0.8333333333333334
PRV52688,99000.0,16670.0,115670.0,5.938456001439626,6.0,53.0,No,5.938456001439626,0.14411563831902552,14142.857142857143,308.7037037037037,59.0,0.1,0.8833333333333333
PRV52689,0.0,1330.0,1330.0,0.0,0.0,12.0,No,0.0,0.9992486851990984,0.0,102.3076923076923,12.0,0.0,0.9230769230769231
PRV52690,0.0,52510.0,52510.0,0.0,0.0,117.0,Yes,0.0,0.9999809563710461,0.0,445.0,117.0,0.0,0.9915254237288136
PRV52691,20000.0,2380.0,22380.0,8.399832003359933,3.0,14.0,No,8.399832003359933,0.10634019927617175,5000.0,158.66666666666666,17.0,0.16666666666666666,0.7777777777777778
PRV52692,0.0,9640.0,9640.0,0.0,0.0,36.0,No,0.0,0.9998962763198839,0.0,260.5405405405405,36.0,0.0,0.972972972972973
PRV52693,0.0,3920.0,3920.0,0.0,0.0,8.0,No,0.0,0.9997449630196379,0.0,435.55555555555554,8.0,0.0,0.8888888888888888
PRV52694,0.0,110.0,110.0,0.0,0.0,2.0,No,0.0,0.990990990990991,0.0,36.666666666666664,2.0,0.0,0.6666666666666666
PRV52695,0.0,200.0,200.0,0.0,0.0,5.0,No,0.0,0.9950248756218906,0.0,33.333333333333336,5.0,0.0,0.8333333333333334
PRV52696,96000.0,0.0,96000.0,96000.0,3.0,0.0,No,96000.0,0.0,24000.0,0.0,3.0,0.75,0.0
PRV52697,0.0,650.0,650.0,0.0,0.0,5.0,No,0.0,0.9984639016897081,0.0,108.33333333333333,5.0,0.0,0.8333333333333334
PRV52698,7000.0,34770.0,41770.0,0.20131718961203302,1.0,122.0,No,0.20131718961203302,0.8323956812142396,3500.0,282.6829268292683,123.0,0.008064516129032258,0.9838709677419355
