Provider,IP_Claims_Total,OP_Claims_Total,Total_Reimbursed,Claim_Ratio,Inpatient_Visits,Outpatient_Visits,PotentialFraud,Claim_Ratio_IP_to_OP,Claim_Ratio_OP_to_Total,Avg_IP_Claim,Avg_OP_Claim,Total_Visits,IP_to_Total_Visit_Ratio,OP_to_Total_Visit_Ratio,Avg_IP_Claims_Per_Month,Max_IP_Claims_Per_Month,Std_IP_Claims_Per_Month,Avg_OP_Claims_Per_Month,Max_OP_Claims_Per_Month,Std_OP_Claims_Per_Month
PRV51979,136000.0,0.0,136000.0,136000.0,13.0,0.0,Yes,136000.0,0.0,9714.285714285714,0.0,13.0,0.9285714285714286,0.0,1.4444444444444444,2.0,0.5270462766947299,0.0,0.0,0.0
PRV51981,18000.0,0.0,18000.0,18000.0,5.0,0.0,No,18000.0,0.0,3000.0,0.0,5.0,0.8333333333333334,0.0,1.25,2.0,0.5,0.0,0.0,0.0
PRV51983,0.0,7050.0,7050.0,0.0,0.0,40.0,No,0.0,0.9998581761452277,0.0,171.9512195121951,40.0,0.0,0.975609756097561,0.0,0.0,0.0,3.3333333333333335,9.0,2.49848438906955
PRV51984,0.0,160780.0,160780.0,0.0,0.0,525.0,No,0.0,0.9999937803596196,0.0,305.6653992395437,525.0,0.0,0.9980988593155894,0.0,0.0,0.0,40.38461538461539,56.0,12.822756213976655
PRV51987,0.0,30.0,30.0,0.0,0.0,2.0,No,0.0,0.967741935483871,0.0,10.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0
PRV51988,0.0,12230.0,12230.0,0.0,0.0,37.0,No,0.0,0.999918240536342,0.0,321.8421052631579,37.0,0.0,0.9736842105263158,0.0,0.0,0.0,3.0833333333333335,5.0,1.3113721705515067
PRV51989,0.0,4060.0,4060.0,0.0,0.0,18.0,No,0.0,0.9997537552327012,0.0,213.68421052631575,18.0,0.0,0.9473684210526316,0.0,0.0,0.0,1.8,3.0,0.7888106377466155
PRV51990,0.0,18690.0,18690.0,0.0,0.0,89.0,No,0.0,0.999946498314697,0.0,207.66666666666663,89.0,0.0,0.9888888888888888,0.0,0.0,0.0,6.846153846153846,12.0,3.5319058558176453
PRV51991,0.0,9570.0,9570.0,0.0,0.0,31.0,No,0.0,0.9998955177097482,0.0,299.0625,31.0,0.0,0.96875,0.0,0.0,0.0,2.8181818181818183,5.0,1.5374122295716146
PRV51992,0.0,10790.0,10790.0,0.0,0.0,61.0,No,0.0,0.9999073301825596,0.0,174.03225806451613,61.0,0.0,0.9838709677419356,0.0,0.0,0.0,5.083333333333333,8.0,1.7816403745544227
PRV51993,0.0,230.0,230.0,0.0,0.0,2.0,No,0.0,0.9956709956709956,0.0,76.66666666666667,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0
PRV51994,0.0,11780.0,11780.0,0.0,0.0,33.0,No,0.0,0.9999151175621764,0.0,346.47058823529414,33.0,0.0,0.9705882352941176,0.0,0.0,0.0,2.75,5.0,1.1381803659589922
PRV51995,0.0,9700.0,9700.0,0.0,0.0,20.0,No,0.0,0.9998969178435212,0.0,461.9047619047619,20.0,0.0,0.9523809523809524,0.0,0.0,0.0,2.0,3.0,0.9428090415820634
PRV51996,0.0,10070.0,10070.0,0.0,0.0,41.0,No,0.0,0.9999007049945388,0.0,239.7619047619048,41.0,0.0,0.9761904761904762,0.0,0.0,0.0,3.1538461538461537,9.0,2.115268062057141
PRV51998,0.0,5360.0,5360.0,0.0,0.0,28.0,No,0.0,0.9998134676366348,0.0,184.8275862068965,28.0,0.0,0.9655172413793104,0.0,0.0,0.0,2.3333333333333335,6.0,1.3706888336846839
PRV51999,0.0,2660.0,2660.0,0.0,0.0,17.0,No,0.0,0.9996242014280344,0.0,147.77777777777777,17.0,0.0,0.9444444444444444,0.0,0.0,0.0,1.7,4.0,1.0593499054713802
PRV52001,0.0,320620.0,320620.0,0.0,0.0,1177.0,No,0.0,0.9999968810527072,0.0,272.1731748726655,1177.0,0.0,0.9991511035653652,0.0,0.0,0.0,90.53846153846153,115.0,27.837670474303295
PRV52002,299000.0,44260.0,343260.0,6.755382842683175,24.0,164.0,Yes,6.755382842683175,0.1289397863433364,11960.0,268.24242424242425,188.0,0.1269841269841269,0.8677248677248677,2.4,5.0,1.3498971154211057,12.615384615384615,26.0,5.937710859953544
PRV52003,778000.0,28950.0,806950.0,26.87299229732997,77.0,77.0,No,26.87299229732997,0.0358757842793428,9974.358974358976,371.1538461538461,154.0,0.4967741935483871,0.4967741935483871,6.416666666666667,12.0,3.3698754585385804,5.923076923076923,9.0,2.498717619818162
PRV52004,0.0,15680.0,15680.0,0.0,0.0,47.0,No,0.0,0.9999362285568524,0.0,326.6666666666667,47.0,0.0,0.9791666666666666,0.0,0.0,0.0,3.6153846153846154,7.0,2.142368686697878
PRV52007,0.0,1910.0,1910.0,0.0,0.0,18.0,No,0.0,0.999476713762428,0.0,100.52631578947368,18.0,0.0,0.9473684210526316,0.0,0.0,0.0,2.0,4.0,1.0
PRV52008,0.0,4830.0,4830.0,0.0,0.0,25.0,No,0.0,0.9997930035189402,0.0,185.7692307692308,25.0,0.0,0.9615384615384616,0.0,0.0,0.0,2.272727272727273,5.0,1.6787441193290351
PRV52009,0.0,5770.0,5770.0,0.0,0.0,35.0,No,0.0,0.9998267198059262,0.0,160.27777777777777,35.0,0.0,0.9722222222222222,0.0,0.0,0.0,2.9166666666666665,5.0,1.378954368902449
PRV52010,0.0,1400.0,1400.0,0.0,0.0,7.0,No,0.0,0.9992862241256244,0.0,175.0,7.0,0.0,0.875,0.0,0.0,0.0,1.75,3.0,0.9574271077563381
PRV52011,0.0,7070.0,7070.0,0.0,0.0,26.0,No,0.0,0.9998585772875124,0.0,261.85185185185185,26.0,0.0,0.9629629629629628,0.0,0.0,0.0,2.888888888888889,4.0,1.1666666666666667
PRV52012,8000.0,0.0,8000.0,8000.0,1.0,0.0,No,8000.0,0.0,4000.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRV52013,0.0,14210.0,14210.0,0.0,0.0,62.0,No,0.0,0.9999296319752304,0.0,225.55555555555557,62.0,0.0,0.984126984126984,0.0,0.0,0.0,5.166666666666667,8.0,2.0375267241229382
PRV52014,0.0,93890.0,93890.0,0.0,0.0,351.0,No,0.0,0.999989349351908,0.0,266.73295454545456,351.0,0.0,0.9971590909090908,0.0,0.0,0.0,29.25,38.0,6.180982563844154
PRV52017,235000.0,69770.0,304770.0,3.3681615570939214,23.0,257.0,No,3.3681615570939214,0.2289259804902697,9791.666666666666,270.4263565891473,280.0,0.0818505338078291,0.9145907473309608,2.090909090909091,4.0,0.9438798074485389,19.76923076923077,33.0,7.75837016984287
PRV52019,5580870.0,415180.0,5996050.0,13.442016855299254,516.0,1445.0,Yes,13.442016855299254,0.0692422396006972,10794.719535783366,287.1230982019364,1961.0,0.2629969418960244,0.736493374108053,39.69230769230769,56.0,11.123433338262483,111.15384615384616,137.0,33.3937273397419
PRV52020,1027300.0,137520.0,1164820.0,7.470131834410744,92.0,514.0,Yes,7.470131834410744,0.1180610583085298,11046.236559139785,267.02912621359224,606.0,0.1515650741350906,0.8467874794069192,7.076923076923077,12.0,2.7221786146864813,39.53846153846154,52.0,12.474075681290541
PRV52021,1811500.0,140350.0,1951850.0,12.90692620643957,181.0,432.0,Yes,12.90692620643957,0.0719061034884322,9953.296703296704,324.133949191686,613.0,0.2947882736156352,0.7035830618892508,13.923076923076923,18.0,3.9255899442321294,33.23076923076923,49.0,11.698674042769733
PRV52022,0.0,17770.0,17770.0,0.0,0.0,66.0,No,0.0,0.9999437285465084,0.0,265.2238805970149,66.0,0.0,0.9850746268656716,0.0,0.0,0.0,5.076923076923077,10.0,2.8125178062114395
PRV52024,0.0,2100.0,2100.0,0.0,0.0,2.0,No,0.0,0.9995240361732508,0.0,700.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0
PRV52025,0.0,35190.0,35190.0,0.0,0.0,119.0,No,0.0,0.9999715836435452,0.0,293.25,119.0,0.0,0.9916666666666668,0.0,0.0,0.0,9.916666666666666,15.0,3.5537005893558162
PRV52026,0.0,6960.0,6960.0,0.0,0.0,24.0,No,0.0,0.9998563424795288,0.0,278.4,24.0,0.0,0.96,0.0,0.0,0.0,2.1818181818181817,5.0,1.537412229571615
PRV52027,375000.0,27620.0,402620.0,13.576626479852289,46.0,135.0,No,13.576626479852289,0.0686004952548426,7978.723404255319,203.08823529411765,181.0,0.2527472527472527,0.7417582417582418,3.8333333333333335,6.0,1.3371158468430429,10.384615384615385,17.0,4.350066312491905
PRV52028,66000.0,3530.0,69530.0,18.69158878504673,4.0,14.0,No,18.69158878504673,0.0507687218650673,13200.0,235.33333333333331,18.0,0.2105263157894736,0.7368421052631579,1.3333333333333333,2.0,0.5773502691896257,2.0,3.0,1.0
PRV52029,125000.0,41610.0,166610.0,3.0040133618514333,11.0,157.0,No,3.0040133618514333,0.2497434143003763,10416.666666666666,263.3544303797468,168.0,0.0650887573964497,0.9289940828402368,1.5714285714285714,3.0,0.7867957924694432,12.076923076923077,16.0,3.8397382389415227
PRV52030,54000.0,627360.0,681360.0,0.0860748436705501,4.0,2271.0,Yes,0.0860748436705501,0.920745390475827,10800.0,276.1267605633803,2275.0,0.0017574692442882,0.9978031634446396,1.0,1.0,0.0,174.69230769230768,219.0,56.3669297481313
PRV52031,11000.0,26770.0,37770.0,0.4108923835493631,1.0,124.0,No,0.4108923835493631,0.7087448042148738,5500.0,214.16,125.0,0.0079365079365079,0.984126984126984,1.0,1.0,0.0,10.333333333333334,16.0,3.5760143718781094
PRV52032,535500.0,163140.0,698640.0,3.282436665215979,56.0,571.0,Yes,3.282436665215979,0.2335104867879211,9394.736842105263,285.2097902097902,627.0,0.0891719745222929,0.9092356687898088,4.3076923076923075,8.0,1.797434068545834,43.92307692307692,60.0,15.085652888652948
PRV52037,0.0,52660.0,52660.0,0.0,0.0,171.0,No,0.0,0.9999810106150662,0.0,306.16279069767444,171.0,0.0,0.994186046511628,0.0,0.0,0.0,13.153846153846153,19.0,4.879312688042478
PRV52038,173000.0,67630.0,240630.0,2.557998550960358,22.0,237.0,No,2.557998550960358,0.2810527321916128,7521.739130434783,284.15966386554624,259.0,0.0846153846153846,0.9115384615384616,2.0,4.0,0.8944271909999159,19.75,25.0,4.413306326018253
PRV52039,0.0,10170.0,10170.0,0.0,0.0,50.0,No,0.0,0.9999016812506144,0.0,199.41176470588235,50.0,0.0,0.9803921568627452,0.0,0.0,0.0,4.166666666666667,7.0,1.5859229221975182
PRV52041,0.0,604980.0,604980.0,0.0,0.0,1885.0,Yes,0.0,0.9999983470555274,0.0,320.7741251325557,1885.0,0.0,0.9994697773064688,0.0,0.0,0.0,145.0,191.0,45.692814898333125
PRV52042,9000.0,18720.0,27720.0,0.4807435500240372,1.0,51.0,No,0.4807435500240372,0.675300313841492,4500.0,360.0,52.0,0.0188679245283018,0.9622641509433962,1.0,1.0,0.0,4.25,7.0,1.6583123951776997
PRV52044,401000.0,7830.0,408830.0,51.20674243391649,43.0,36.0,No,51.20674243391649,0.0191521680107428,9113.636363636364,211.6216216216216,79.0,0.5375,0.45,3.5833333333333335,8.0,2.274696116900546,3.0,5.0,1.5954480704349312
PRV52045,522700.0,54330.0,577030.0,9.620658555888904,46.0,197.0,Yes,9.620658555888904,0.0941543868526994,11121.27659574468,274.3939393939394,243.0,0.1885245901639344,0.8073770491803278,3.8333333333333335,8.0,1.8989630344113089,16.416666666666668,25.0,4.294993561924127
PRV52046,0.0,28190.0,28190.0,0.0,0.0,101.0,No,0.0,0.999964527686141,0.0,276.37254901960785,101.0,0.0,0.9901960784313726,0.0,0.0,0.0,7.769230769230769,13.0,3.2952957923340294
PRV52047,144000.0,4550.0,148550.0,31.641397495056037,15.0,9.0,No,31.641397495056037,0.0306292115165835,9000.0,455.0,24.0,0.6,0.36,2.142857142857143,3.0,0.6900655593423543,1.2857142857142858,2.0,0.4879500364742666
PRV52048,0.0,38820.0,38820.0,0.0,0.0,108.0,No,0.0,0.999974240745988,0.0,356.1467889908257,108.0,0.0,0.9908256880733946,0.0,0.0,0.0,8.307692307692308,15.0,4.008004810888151
PRV52049,0.0,55850.0,55850.0,0.0,0.0,192.0,No,0.0,0.9999820952176326,0.0,289.37823834196894,192.0,0.0,0.9948186528497408,0.0,0.0,0.0,14.76923076923077,20.0,5.387544990590893
PRV52051,0.0,35290.0,35290.0,0.0,0.0,89.0,No,0.0,0.9999716641636678,0.0,392.1111111111111,89.0,0.0,0.9888888888888888,0.0,0.0,0.0,7.416666666666667,14.0,3.1754264805429413
PRV52052,36000.0,12580.0,48580.0,2.861457753755664,5.0,53.0,No,2.861457753755664,0.2589489718202589,6000.0,232.96296296296296,58.0,0.0847457627118644,0.8983050847457628,1.25,2.0,0.5,4.076923076923077,6.0,1.5525000516123695
PRV52054,0.0,78490.0,78490.0,0.0,0.0,240.0,No,0.0,0.9999872596858238,0.0,325.6846473029046,240.0,0.0,0.995850622406639,0.0,0.0,0.0,20.0,28.0,3.567530340063379
PRV52055,0.0,51010.0,51010.0,0.0,0.0,203.0,No,0.0,0.9999803963850934,0.0,250.04901960784315,203.0,0.0,0.9950980392156864,0.0,0.0,0.0,15.615384615384615,23.0,5.560852175977791
PRV52056,0.0,17280.0,17280.0,0.0,0.0,60.0,No,0.0,0.9999421329784156,0.0,283.27868852459017,60.0,0.0,0.9836065573770492,0.0,0.0,0.0,5.0,9.0,2.593698657761292
PRV52057,148000.0,25770.0,173770.0,5.742889294167863,10.0,175.0,No,5.742889294167863,0.1482986229002537,13454.545454545454,146.42045454545453,185.0,0.053763440860215,0.9408602150537636,1.25,2.0,0.46291004988627577,13.461538461538462,19.0,4.665750825883308
PRV52058,0.0,55450.0,55450.0,0.0,0.0,204.0,No,0.0,0.9999819660601252,0.0,270.4878048780488,204.0,0.0,0.9951219512195122,0.0,0.0,0.0,15.692307692307692,26.0,5.864932727443334
PRV52059,156000.0,384810.0,540810.0,0.4053938167048239,13.0,1274.0,Yes,0.4053938167048239,0.711542479720272,11142.857142857143,301.81176470588235,1287.0,0.0100931677018633,0.9891304347826086,1.625,4.0,1.0606601717798212,98.0,131.0,31.39532873958587
PRV52061,0.0,31790.0,31790.0,0.0,0.0,131.0,No,0.0,0.9999685445566356,0.0,240.83333333333331,131.0,0.0,0.9924242424242424,0.0,0.0,0.0,10.076923076923077,17.0,3.6162028533978954
PRV52062,0.0,56860.0,56860.0,0.0,0.0,184.0,No,0.0,0.9999824132533722,0.0,307.3513513513513,184.0,0.0,0.9945945945945946,0.0,0.0,0.0,15.333333333333334,24.0,3.524803884507963
PRV52063,919000.0,197210.0,1116210.0,4.659983469481926,88.0,704.0,No,4.659983469481926,0.1766780653478598,10325.842696629214,279.7304964539007,792.0,0.1109709962168978,0.8877679697351829,6.769230769230769,14.0,2.8622207623290854,54.15384615384615,70.0,16.737413947232877
PRV52064,350000.0,769680.0,1119680.0,0.4547338442809424,38.0,2806.0,Yes,0.4547338442809424,0.6874100748338142,8974.358974358975,274.2002137513359,2844.0,0.0133567662565905,0.986291739894552,3.1666666666666665,6.0,1.6422453217986943,215.84615384615384,275.0,66.31973833111597
PRV52065,1194000.0,56280.0,1250280.0,21.21497485830032,116.0,209.0,Yes,21.21497485830032,0.0450138808795782,10205.128205128203,268.0,325.0,0.3558282208588957,0.6411042944785276,8.923076923076923,16.0,3.475186768638929,16.076923076923077,24.0,6.396112601436627
PRV52066,0.0,386530.0,386530.0,0.0,0.0,1455.0,Yes,0.0,0.999997412885383,0.0,265.4739010989011,1455.0,0.0,0.9993131868131868,0.0,0.0,0.0,111.92307692307692,139.0,33.629009149992164
PRV52068,0.0,13080.0,13080.0,0.0,0.0,48.0,No,0.0,0.9999235532451648,0.0,266.9387755102041,48.0,0.0,0.979591836734694,0.0,0.0,0.0,4.0,6.0,1.8586407545691703
PRV52069,0.0,22280.0,22280.0,0.0,0.0,88.0,No,0.0,0.9999551187110094,0.0,250.3370786516854,88.0,0.0,0.9887640449438202,0.0,0.0,0.0,6.769230769230769,14.0,3.39494344954979
PRV52071,0.0,259850.0,259850.0,0.0,0.0,749.0,No,0.0,0.999996151640748,0.0,346.46666666666664,749.0,0.0,0.9986666666666668,0.0,0.0,0.0,57.61538461538461,85.0,20.23008675849934
PRV52072,398000.0,23030.0,421030.0,17.281055968043074,41.0,91.0,No,17.281055968043074,0.0546990601642159,9476.190476190475,250.32608695652172,132.0,0.3082706766917293,0.6842105263157895,3.4166666666666665,6.0,1.4433756729740643,7.0,12.0,3.5355339059327378
PRV52073,345000.0,14250.0,359250.0,24.20882745070521,28.0,36.0,No,24.20882745070521,0.0396658603594701,11896.551724137931,385.1351351351352,64.0,0.4307692307692308,0.5538461538461539,2.8,5.0,1.3984117975602022,3.272727272727273,6.0,1.3483997249264843
PRV52074,136000.0,25600.0,161600.0,5.312292488574665,11.0,130.0,No,5.312292488574665,0.1584148612941751,11333.333333333334,195.4198473282443,141.0,0.0774647887323943,0.9154929577464788,1.5714285714285714,3.0,0.7867957924694432,10.833333333333334,17.0,3.2706222186259444
PRV52075,0.0,1220.0,1220.0,0.0,0.0,5.0,No,0.0,0.9991809991809992,0.0,203.33333333333331,5.0,0.0,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,0.0
PRV52076,512000.0,42060.0,554060.0,12.17279665248092,56.0,165.0,No,12.17279665248092,0.0759122190516928,8982.456140350878,253.3734939759036,221.0,0.2522522522522522,0.7432432432432432,4.3076923076923075,10.0,2.982857002512172,12.692307692307692,20.0,5.313263519793576
PRV52077,1080000.0,284150.0,1364150.0,3.800796055618316,104.0,1052.0,Yes,3.800796055618316,0.2082980549807169,10285.714285714286,269.8480531813865,1156.0,0.0898876404494382,0.909248055315471,8.0,13.0,3.1622776601683795,80.92307692307692,115.0,27.228849707805438
PRV52079,38500.0,6600.0,45100.0,5.832449628844114,7.0,26.0,No,5.832449628844114,0.1463382186647746,4812.5,244.44444444444449,33.0,0.2058823529411764,0.7647058823529411,1.1666666666666667,2.0,0.408248290463863,2.3636363636363638,5.0,1.1200649331826502
PRV52081,18000.0,10270.0,28270.0,1.7525070587089864,3.0,21.0,No,1.7525070587089864,0.3632697817551554,4500.0,466.8181818181818,24.0,0.12,0.84,1.0,1.0,0.0,2.1,4.0,1.1972189997378648
PRV52082,0.0,880.0,880.0,0.0,0.0,8.0,No,0.0,0.9988649262202044,0.0,97.77777777777776,8.0,0.0,0.8888888888888888,0.0,0.0,0.0,1.1428571428571428,2.0,0.3779644730092272
PRV52084,102000.0,5750.0,107750.0,17.73604590505999,10.0,24.0,No,17.73604590505999,0.0533637738860892,9272.727272727272,230.0,34.0,0.2857142857142857,0.6857142857142857,1.4285714285714286,2.0,0.5345224838248488,2.4,5.0,1.3498971154211057
PRV52085,0.0,240620.0,240620.0,0.0,0.0,824.0,No,0.0,0.9999958440867588,0.0,291.6606060606061,824.0,0.0,0.9987878787878788,0.0,0.0,0.0,63.38461538461539,77.0,19.13347181223898
PRV52087,3000.0,17350.0,20350.0,0.172900697366146,2.0,54.0,No,0.172900697366146,0.8525379588226623,1000.0,315.45454545454544,56.0,0.0350877192982456,0.9473684210526316,1.0,1.0,0.0,4.5,9.0,1.8829377433825436
PRV52088,18000.0,6990.0,24990.0,2.5747389500786726,1.0,43.0,No,2.5747389500786726,0.2797006922492097,9000.0,158.86363636363637,44.0,0.0222222222222222,0.9555555555555556,1.0,1.0,0.0,3.5833333333333335,7.0,1.729862492345632
PRV52089,175000.0,46580.0,221580.0,3.756896588737897,15.0,130.0,Yes,3.756896588737897,0.2102165799414209,10937.5,355.57251908396944,145.0,0.1027397260273972,0.8904109589041096,1.875,5.0,1.3562026818605377,10.833333333333334,17.0,2.8230651727682394
PRV52090,0.0,98250.0,98250.0,0.0,0.0,303.0,No,0.0,0.9999898219865446,0.0,323.1907894736842,303.0,0.0,0.9967105263157896,0.0,0.0,0.0,23.307692307692307,34.0,8.076556768250269
PRV52092,104000.0,37470.0,141470.0,2.7754797043046624,12.0,147.0,No,2.7754797043046624,0.2648599359586063,8000.0,253.17567567567568,159.0,0.075,0.91875,1.5,3.0,0.7559289460184544,11.307692307692308,17.0,4.516352056409675
PRV52094,150000.0,11120.0,161120.0,13.48799568384138,8.0,45.0,No,13.48799568384138,0.0690164534728558,16666.666666666668,241.7391304347826,53.0,0.1481481481481481,0.8333333333333334,1.0,1.0,0.0,3.75,7.0,1.864744681524183
PRV52095,5000.0,10560.0,15560.0,0.4734400151500805,1.0,37.0,No,0.4734400151500805,0.678619625988047,2500.0,277.89473684210526,38.0,0.0256410256410256,0.9487179487179488,1.0,1.0,0.0,3.0833333333333335,5.0,1.4433756729740643
PRV52097,4000.0,15640.0,19640.0,0.2557381241608593,1.0,54.0,No,0.2557381241608593,0.7962934677460415,2000.0,284.3636363636364,55.0,0.0178571428571428,0.9642857142857144,1.0,1.0,0.0,4.909090909090909,8.0,2.119176512447486
PRV52098,0.0,122660.0,122660.0,0.0,0.0,469.0,No,0.0,0.9999918474494746,0.0,260.97872340425533,469.0,0.0,0.997872340425532,0.0,0.0,0.0,39.083333333333336,50.0,6.934214687571574
PRV52099,14000.0,17370.0,31370.0,0.80594093604283,2.0,88.0,No,0.80594093604283,0.5536960887443818,4666.666666666667,195.1685393258427,90.0,0.0219780219780219,0.967032967032967,2.0,2.0,0.0,6.769230769230769,15.0,3.585941209637207
PRV52100,1523200.0,9950.0,1533150.0,153.07004321173753,164.0,37.0,Yes,153.07004321173753,0.0064899021688013,9231.515151515152,261.8421052631579,201.0,0.8118811881188119,0.1831683168316831,12.615384615384615,21.0,5.575817750764778,3.3636363636363638,5.0,1.5666989036012804
PRV52101,10000.0,2500.0,12500.0,3.9984006397441023,1.0,14.0,No,3.9984006397441023,0.1999840012798976,5000.0,166.66666666666666,15.0,0.0625,0.875,1.0,1.0,0.0,2.0,4.0,1.1547005383792515
PRV52102,0.0,1910.0,1910.0,0.0,0.0,15.0,No,0.0,0.999476713762428,0.0,119.375,15.0,0.0,0.9375,0.0,0.0,0.0,1.6666666666666667,3.0,0.8660254037844386
PRV52104,0.0,347070.0,347070.0,0.0,0.0,1189.0,No,0.0,0.9999971187451558,0.0,291.65546218487395,1189.0,0.0,0.9991596638655462,0.0,0.0,0.0,91.46153846153847,116.0,26.547490103006552
PRV52105,0.0,12780.0,12780.0,0.0,0.0,26.0,No,0.0,0.999921758860809,0.0,473.3333333333333,26.0,0.0,0.9629629629629628,0.0,0.0,0.0,2.6,5.0,1.429840705968481
PRV52107,93000.0,31760.0,124760.0,2.9281193917068102,10.0,109.0,No,2.9281193917068102,0.2545667315908016,8454.545454545454,288.72727272727275,119.0,0.0833333333333333,0.9083333333333332,1.4285714285714286,3.0,0.7867957924694432,9.083333333333334,12.0,2.193309385519074
PRV52109,0.0,75580.0,75580.0,0.0,0.0,248.0,No,0.0,0.9999867691615618,0.0,303.53413654618475,248.0,0.0,0.9959839357429718,0.0,0.0,0.0,19.076923076923077,27.0,6.383070557622698
PRV52111,65000.0,24960.0,89960.0,2.604062337246104,9.0,76.0,No,2.604062337246104,0.2774535632107247,6500.0,324.15584415584414,85.0,0.1046511627906976,0.8837209302325582,1.125,2.0,0.3535533905932738,6.333333333333333,9.0,2.6053557891157184
PRV52112,245000.0,14790.0,259790.0,16.56412683388547,24.0,61.0,No,16.56412683388547,0.0569303786505306,9800.0,238.5483870967742,85.0,0.2790697674418604,0.7093023255813954,2.0,3.0,0.8528028654224418,5.083333333333333,9.0,2.1933093855190746
PRV52113,0.0,22170.0,22170.0,0.0,0.0,120.0,No,0.0,0.9999548960353616,0.0,183.22314049586777,120.0,0.0,0.9917355371900828,0.0,0.0,0.0,10.0,17.0,3.884701930767545
PRV52114,1110000.0,308220.0,1418220.0,3.601312045577686,105.0,1164.0,Yes,3.601312045577686,0.2173286109851708,10471.698113207549,264.5665236051502,1269.0,0.0826771653543307,0.9165354330708662,8.076923076923077,14.0,3.2005608482873344,89.53846153846153,110.0,26.86886483340704
PRV52115,230000.0,11500.0,241500.0,19.9982610207808,20.0,70.0,Yes,19.9982610207808,0.0476188504395426,10952.380952380952,161.9718309859155,90.0,0.2197802197802197,0.7692307692307693,1.8181818181818181,3.0,0.6030226891555273,5.833333333333333,12.0,3.511884584284246
PRV52118,96000.0,17660.0,113660.0,5.435705792423985,4.0,48.0,No,5.435705792423985,0.1553743148485408,19200.0,360.4081632653061,52.0,0.0754716981132075,0.9056603773584906,1.0,1.0,0.0,4.0,8.0,1.9069251784911847
PRV52119,192000.0,10380.0,202380.0,18.495328003082555,16.0,36.0,Yes,18.495328003082555,0.0512893996966118,11294.117647058823,280.5405405405405,52.0,0.3018867924528302,0.6792452830188679,2.0,3.0,0.7559289460184544,3.272727272727273,6.0,1.618079669911781
PRV52120,1625200.0,325520.0,1950720.0,4.992611843782736,165.0,1066.0,Yes,4.992611843782736,0.1668716336164936,9790.361445783132,305.07966260543583,1231.0,0.1339285714285714,0.8652597402597403,12.692307692307692,22.0,4.661627315730981,82.0,101.0,25.28833723280358
PRV52121,36000.0,13610.0,49610.0,2.6449195503636767,4.0,49.0,No,2.6449195503636767,0.2743343210175162,7200.0,272.2,53.0,0.074074074074074,0.9074074074074074,1.0,1.0,0.0,4.083333333333333,8.0,1.9752253419585197
PRV52122,0.0,18740.0,18740.0,0.0,0.0,41.0,No,0.0,0.9999466410543728,0.0,446.1904761904762,41.0,0.0,0.9761904761904762,0.0,0.0,0.0,3.4166666666666665,5.0,1.5642792899510294
PRV52123,1423600.0,23540.0,1447140.0,60.47321694065673,162.0,94.0,Yes,60.47321694065673,0.0162665559195683,8733.742331288344,247.7894736842105,256.0,0.6303501945525292,0.3657587548638132,12.461538461538462,18.0,4.408616272244323,7.230769230769231,15.0,3.244324432858253
PRV52124,148000.0,41250.0,189250.0,3.5877918111076097,7.0,108.0,Yes,3.5877918111076097,0.217964502169077,18500.0,378.4403669724771,115.0,0.0603448275862069,0.9310344827586208,1.0,1.0,0.0,8.307692307692308,16.0,4.1509961733021665
PRV52126,369000.0,19830.0,388830.0,18.60723110281882,39.0,71.0,No,18.60723110281882,0.0509990201398551,9225.0,275.4166666666667,110.0,0.3513513513513513,0.6396396396396397,3.0,5.0,1.1547005383792515,5.916666666666667,12.0,3.028901190901153
PRV52127,72000.0,1050.0,73050.0,68.50618458610847,5.0,10.0,No,68.50618458610847,0.01437351986968,12000.0,95.45454545454544,15.0,0.3125,0.625,1.0,1.0,0.0,1.4285714285714286,3.0,0.7867957924694432
PRV52128,462050.0,30500.0,492550.0,15.148683649716403,53.0,60.0,No,15.148683649716403,0.0619225217287143,8556.481481481482,500.0,113.0,0.4649122807017544,0.5263157894736842,4.416666666666667,8.0,1.7298624923456323,5.0,9.0,2.628514962691084
PRV52129,0.0,55590.0,55590.0,0.0,0.0,223.0,No,0.0,0.999982011476678,0.0,248.1696428571429,223.0,0.0,0.9955357142857144,0.0,0.0,0.0,18.583333333333332,34.0,6.639528095680697
PRV52130,116000.0,25100.0,141100.0,4.621329827496912,10.0,83.0,No,4.621329827496912,0.1778867619648337,10545.454545454546,298.8095238095238,93.0,0.1063829787234042,0.8829787234042553,1.1111111111111112,2.0,0.33333333333333337,6.384615384615385,10.0,2.467740583964123
PRV52131,329900.0,19860.0,349760.0,16.61044257590252,31.0,53.0,No,16.61044257590252,0.0567816308850901,10309.375,367.77777777777777,84.0,0.3647058823529411,0.6235294117647059,2.5833333333333335,5.0,1.2401124093721454,4.076923076923077,8.0,2.1000610491736684
