Provider,IP_Claims_Total,OP_Claims_Total,Total_Reimbursed,Claim_Ratio,Inpatient_Visits,Outpatient_Visits,PotentialFraud,Total_Claims,Claim_Ratio_IP_to_OP,Claim_Ratio_OP_to_Total,Avg_IP_Claim,Avg_OP_Claim,Total_Visits,IP_to_Total_Visit_Ratio,OP_to_Total_Visit_Ratio
PRV52795,0.0,6150.0,6150.0,0.0,0.0,19.0,No,6150.0,0.0,0.9998374248089742,0.0,307.5,19.0,0.0,0.95
PRV52796,0.0,16690.0,16690.0,0.0,0.0,48.0,No,16690.0,0.0,0.9999400874722904,0.0,340.6122448979592,48.0,0.0,0.979591836734694
PRV52798,0.0,18160.0,18160.0,0.0,0.0,56.0,No,18160.0,0.0,0.999944936952811,0.0,318.5964912280702,56.0,0.0,0.9824561403508772
PRV52800,0.0,1890.0,1890.0,0.0,0.0,8.0,No,1890.0,0.0,0.9994711792702274,0.0,210.0,8.0,0.0,0.8888888888888888
PRV52801,0.0,10510.0,10510.0,0.0,0.0,31.0,No,10510.0,0.0,0.9999048615735896,0.0,328.4375,31.0,0.0,0.96875
PRV52818,0.0,9730.0,9730.0,0.0,0.0,39.0,No,9730.0,0.0,0.9998972356386804,0.0,243.25,39.0,0.0,0.975
PRV52820,0.0,6510.0,6510.0,0.0,0.0,32.0,No,6510.0,0.0,0.999846413761327,0.0,197.27272727272728,32.0,0.0,0.9696969696969696
PRV52824,0.0,8740.0,8740.0,0.0,0.0,42.0,No,8740.0,0.0,0.9998855966136596,0.0,203.2558139534884,42.0,0.0,0.9767441860465116
PRV52825,0.0,5870.0,5870.0,0.0,0.0,22.0,No,5870.0,0.0,0.9998296712655425,0.0,255.2173913043478,22.0,0.0,0.9565217391304348
PRV52830,0.0,7250.0,7250.0,0.0,0.0,34.0,No,7250.0,0.0,0.9998620879878636,0.0,207.14285714285717,34.0,0.0,0.9714285714285714
PRV52832,0.0,10180.0,10180.0,0.0,0.0,31.0,No,10180.0,0.0,0.999901777821432,0.0,318.125,31.0,0.0,0.96875
PRV52838,0.0,25230.0,25230.0,0.0,0.0,83.0,No,25230.0,0.0,0.9999603662161628,0.0,300.35714285714283,83.0,0.0,0.988095238095238
PRV52839,0.0,12290.0,12290.0,0.0,0.0,33.0,No,12290.0,0.0,0.999918639655032,0.0,361.4705882352941,33.0,0.0,0.9705882352941176
PRV52848,0.0,5280.0,5280.0,0.0,0.0,25.0,No,5280.0,0.0,0.999810641923878,0.0,203.07692307692307,25.0,0.0,0.9615384615384616
PRV52853,0.0,11050.0,11050.0,0.0,0.0,29.0,No,11050.0,0.0,0.9999095104515427,0.0,368.3333333333333,29.0,0.0,0.9666666666666668
PRV52861,0.0,1770.0,1770.0,0.0,0.0,14.0,No,1770.0,0.0,0.9994353472614342,0.0,118.0,14.0,0.0,0.9333333333333332
PRV52863,0.0,14650.0,14650.0,0.0,0.0,52.0,No,14650.0,0.0,0.9999317452733602,0.0,276.41509433962267,52.0,0.0,0.981132075471698
PRV52864,0.0,12870.0,12870.0,0.0,0.0,28.0,No,12870.0,0.0,0.9999223059591328,0.0,443.7931034482759,28.0,0.0,0.9655172413793104
PRV52873,0.0,16500.0,16500.0,0.0,0.0,69.0,No,16500.0,0.0,0.999939397612266,0.0,235.7142857142857,69.0,0.0,0.9857142857142858
PRV52875,0.0,1540.0,1540.0,0.0,0.0,12.0,No,1540.0,0.0,0.99935107073329,0.0,118.46153846153848,12.0,0.0,0.9230769230769232
PRV52877,0.0,2450.0,2450.0,0.0,0.0,19.0,No,2450.0,0.0,0.999592003263974,0.0,122.5,19.0,0.0,0.95
PRV52878,0.0,11700.0,11700.0,0.0,0.0,27.0,No,11700.0,0.0,0.9999145372190412,0.0,417.8571428571428,27.0,0.0,0.9642857142857144
PRV52882,0.0,14960.0,14960.0,0.0,0.0,41.0,No,14960.0,0.0,0.9999331595481584,0.0,356.1904761904762,41.0,0.0,0.9761904761904762
PRV52886,0.0,24030.0,24030.0,0.0,0.0,70.0,No,24030.0,0.0,0.9999583870833508,0.0,338.4507042253521,70.0,0.0,0.9859154929577464
PRV52891,0.0,2580.0,2580.0,0.0,0.0,19.0,No,2580.0,0.0,0.9996125532739248,0.0,129.0,19.0,0.0,0.95
PRV52895,0.0,26180.0,26180.0,0.0,0.0,81.0,No,26180.0,0.0,0.9999618043619418,0.0,319.2682926829268,81.0,0.0,0.9878048780487804
PRV52897,0.0,9140.0,9140.0,0.0,0.0,45.0,No,9140.0,0.0,0.9998906027786896,0.0,198.69565217391303,45.0,0.0,0.9782608695652174
PRV52901,0.0,23030.0,23030.0,0.0,0.0,85.0,No,23030.0,0.0,0.9999565802613868,0.0,267.7906976744186,85.0,0.0,0.9883720930232558
PRV52911,0.0,2060.0,2060.0,0.0,0.0,5.0,No,2060.0,0.0,0.9995147986414362,0.0,343.3333333333333,5.0,0.0,0.8333333333333334
PRV52913,0.0,11600.0,11600.0,0.0,0.0,35.0,No,11600.0,0.0,0.9999138005344368,0.0,322.22222222222223,35.0,0.0,0.9722222222222222
PRV52914,0.0,17170.0,17170.0,0.0,0.0,61.0,No,17170.0,0.0,0.9999417622736008,0.0,276.93548387096774,61.0,0.0,0.9838709677419356
PRV52917,0.0,8870.0,8870.0,0.0,0.0,32.0,No,8870.0,0.0,0.9998872731371886,0.0,268.7878787878788,32.0,0.0,0.9696969696969696
PRV52919,0.0,14070.0,14070.0,0.0,0.0,66.0,No,14070.0,0.0,0.99992893184564,0.0,210.0,66.0,0.0,0.9850746268656716
PRV52928,0.0,9260.0,9260.0,0.0,0.0,41.0,No,9260.0,0.0,0.9998920203001836,0.0,220.47619047619048,41.0,0.0,0.9761904761904762
PRV52929,0.0,6770.0,6770.0,0.0,0.0,35.0,No,6770.0,0.0,0.9998523113277212,0.0,188.05555555555557,35.0,0.0,0.9722222222222222
PRV52931,0.0,3010.0,3010.0,0.0,0.0,14.0,No,3010.0,0.0,0.9996678844237796,0.0,200.66666666666663,14.0,0.0,0.9333333333333332
PRV52932,0.0,13830.0,13830.0,0.0,0.0,40.0,No,13830.0,0.0,0.9999276986479648,0.0,337.3170731707317,40.0,0.0,0.975609756097561
PRV52934,0.0,8730.0,8730.0,0.0,0.0,32.0,No,8730.0,0.0,0.9998854655824077,0.0,264.54545454545456,32.0,0.0,0.9696969696969696
PRV52937,0.0,6030.0,6030.0,0.0,0.0,24.0,No,6030.0,0.0,0.9998341900182393,0.0,241.2,24.0,0.0,0.96
PRV52940,0.0,950.0,950.0,0.0,0.0,9.0,No,950.0,0.0,0.9989484752891692,0.0,95.0,9.0,0.0,0.9
PRV52941,0.0,13950.0,13950.0,0.0,0.0,43.0,No,13950.0,0.0,0.9999283205504982,0.0,317.04545454545456,43.0,0.0,0.9772727272727272
PRV52942,0.0,10910.0,10910.0,0.0,0.0,43.0,No,10910.0,0.0,0.9999083493721932,0.0,247.95454545454547,43.0,0.0,0.9772727272727272
PRV52943,0.0,6760.0,6760.0,0.0,0.0,35.0,No,6760.0,0.0,0.9998520928856678,0.0,187.77777777777777,35.0,0.0,0.9722222222222222
PRV52945,0.0,6870.0,6870.0,0.0,0.0,46.0,No,6870.0,0.0,0.9998544607771794,0.0,146.17021276595744,46.0,0.0,0.9787234042553192
PRV52949,0.0,27080.0,27080.0,0.0,0.0,79.0,No,27080.0,0.0,0.9999630737417378,0.0,338.5,79.0,0.0,0.9875
PRV52951,0.0,9980.0,9980.0,0.0,0.0,20.0,No,9980.0,0.0,0.9998998096383128,0.0,475.2380952380952,20.0,0.0,0.9523809523809524
PRV52953,0.0,23580.0,23580.0,0.0,0.0,85.0,No,23580.0,0.0,0.9999575929773972,0.0,274.1860465116279,85.0,0.0,0.9883720930232558
PRV52955,0.0,14160.0,14160.0,0.0,0.0,73.0,No,14160.0,0.0,0.9999293835181132,0.0,191.35135135135133,73.0,0.0,0.9864864864864864
PRV52956,0.0,2110.0,2110.0,0.0,0.0,18.0,No,2110.0,0.0,0.9995262908574136,0.0,111.05263157894736,18.0,0.0,0.9473684210526316
PRV52958,0.0,2020.0,2020.0,0.0,0.0,16.0,No,2020.0,0.0,0.999505195447798,0.0,118.82352941176472,16.0,0.0,0.9411764705882352
PRV52962,0.0,3520.0,3520.0,0.0,0.0,14.0,No,3520.0,0.0,0.999715989775632,0.0,234.66666666666663,14.0,0.0,0.9333333333333332
PRV52963,0.0,850.0,850.0,0.0,0.0,9.0,No,850.0,0.0,0.9988249118683902,0.0,85.0,9.0,0.0,0.9
PRV52964,0.0,27140.0,27140.0,0.0,0.0,91.0,No,27140.0,0.0,0.9999631553737888,0.0,295.0,91.0,0.0,0.9891304347826086
PRV52993,0.0,3120.0,3120.0,0.0,0.0,10.0,No,3120.0,0.0,0.99967958987504,0.0,283.6363636363636,10.0,0.0,0.9090909090909092
PRV52996,0.0,11510.0,11510.0,0.0,0.0,37.0,No,11510.0,0.0,0.9999131265745808,0.0,302.89473684210526,37.0,0.0,0.9736842105263158
PRV53004,0.0,4310.0,4310.0,0.0,0.0,18.0,No,4310.0,0.0,0.9997680352586408,0.0,226.8421052631579,18.0,0.0,0.9473684210526316
PRV53014,0.0,1180.0,1180.0,0.0,0.0,8.0,No,1180.0,0.0,0.9991532599491956,0.0,131.11111111111111,8.0,0.0,0.8888888888888888
PRV53015,0.0,1120.0,1120.0,0.0,0.0,8.0,No,1120.0,0.0,0.9991079393398752,0.0,124.44444444444444,8.0,0.0,0.8888888888888888
PRV53016,0.0,16900.0,16900.0,0.0,0.0,31.0,No,16900.0,0.0,0.9999408319034376,0.0,528.125,31.0,0.0,0.96875
PRV53017,0.0,1000.0,1000.0,0.0,0.0,9.0,No,1000.0,0.0,0.999000999000999,0.0,100.0,9.0,0.0,0.9
PRV53018,0.0,11260.0,11260.0,0.0,0.0,41.0,No,11260.0,0.0,0.9999111979397922,0.0,268.0952380952381,41.0,0.0,0.9761904761904762
PRV53019,0.0,4920.0,4920.0,0.0,0.0,15.0,No,4920.0,0.0,0.9997967892704734,0.0,307.5,15.0,0.0,0.9375
PRV53025,0.0,9460.0,9460.0,0.0,0.0,50.0,No,9460.0,0.0,0.9998943029278088,0.0,185.49019607843135,50.0,0.0,0.9803921568627452
PRV53026,0.0,6140.0,6140.0,0.0,0.0,26.0,No,6140.0,0.0,0.9998371600716496,0.0,227.40740740740745,26.0,0.0,0.9629629629629628
PRV53031,0.0,1390.0,1390.0,0.0,0.0,6.0,No,1390.0,0.0,0.9992810927390366,0.0,198.57142857142856,6.0,0.0,0.8571428571428571
PRV53035,0.0,5140.0,5140.0,0.0,0.0,34.0,No,5140.0,0.0,0.9998054853141412,0.0,146.85714285714286,34.0,0.0,0.9714285714285714
PRV53037,0.0,4340.0,4340.0,0.0,0.0,9.0,No,4340.0,0.0,0.9997696383321816,0.0,434.0,9.0,0.0,0.9
PRV53038,0.0,13310.0,13310.0,0.0,0.0,24.0,No,13310.0,0.0,0.999924874164225,0.0,532.4,24.0,0.0,0.96
PRV53042,0.0,10090.0,10090.0,0.0,0.0,39.0,No,10090.0,0.0,0.9999009017936776,0.0,252.25,39.0,0.0,0.975
PRV53044,0.0,14460.0,14460.0,0.0,0.0,67.0,No,14460.0,0.0,0.9999308484890396,0.0,212.64705882352945,67.0,0.0,0.9852941176470588
PRV53047,0.0,13060.0,13060.0,0.0,0.0,79.0,No,13060.0,0.0,0.9999234361840594,0.0,163.25,79.0,0.0,0.9875
PRV53054,0.0,10690.0,10690.0,0.0,0.0,49.0,No,10690.0,0.0,0.9999064633804134,0.0,213.8,49.0,0.0,0.98
PRV53055,0.0,22570.0,22570.0,0.0,0.0,80.0,No,22570.0,0.0,0.9999556953613044,0.0,278.641975308642,80.0,0.0,0.9876543209876544
PRV53056,0.0,10110.0,10110.0,0.0,0.0,35.0,No,10110.0,0.0,0.9999010978142616,0.0,280.8333333333333,35.0,0.0,0.9722222222222222
PRV53057,0.0,20640.0,20640.0,0.0,0.0,53.0,No,20640.0,0.0,0.999951552734848,0.0,382.22222222222223,53.0,0.0,0.9814814814814816
PRV53059,0.0,16320.0,16320.0,0.0,0.0,33.0,No,16320.0,0.0,0.9999387292445316,0.0,480.0,33.0,0.0,0.9705882352941176
PRV53064,0.0,6640.0,6640.0,0.0,0.0,35.0,No,6640.0,0.0,0.999849420268032,0.0,184.44444444444449,35.0,0.0,0.9722222222222222
PRV53065,0.0,6230.0,6230.0,0.0,0.0,38.0,No,6230.0,0.0,0.9998395121168352,0.0,159.74358974358975,38.0,0.0,0.9743589743589745
PRV53066,0.0,1220.0,1220.0,0.0,0.0,7.0,No,1220.0,0.0,0.9991809991809992,0.0,152.5,7.0,0.0,0.875
PRV53067,0.0,4540.0,4540.0,0.0,0.0,16.0,No,4540.0,0.0,0.9997797841885048,0.0,267.05882352941177,16.0,0.0,0.9411764705882352
PRV53069,0.0,2630.0,2630.0,0.0,0.0,11.0,No,2630.0,0.0,0.999619916381604,0.0,219.16666666666663,11.0,0.0,0.9166666666666666
PRV53071,0.0,12310.0,12310.0,0.0,0.0,28.0,No,12310.0,0.0,0.9999187718300708,0.0,424.4827586206897,28.0,0.0,0.9655172413793104
PRV53072,0.0,4990.0,4990.0,0.0,0.0,18.0,No,4990.0,0.0,0.9997996393508316,0.0,262.63157894736844,18.0,0.0,0.9473684210526316
PRV53073,0.0,1270.0,1270.0,0.0,0.0,14.0,No,1270.0,0.0,0.999213217938631,0.0,84.66666666666667,14.0,0.0,0.9333333333333332
PRV53078,0.0,10880.0,10880.0,0.0,0.0,45.0,No,10880.0,0.0,0.9999080966822902,0.0,236.5217391304348,45.0,0.0,0.9782608695652174
PRV53081,0.0,1800.0,1800.0,0.0,0.0,9.0,No,1800.0,0.0,0.9994447529150472,0.0,180.0,9.0,0.0,0.9
PRV53087,0.0,9580.0,9580.0,0.0,0.0,31.0,No,9580.0,0.0,0.9998956267612984,0.0,299.375,31.0,0.0,0.96875
PRV53102,0.0,5910.0,5910.0,0.0,0.0,19.0,No,5910.0,0.0,0.9998308238876672,0.0,295.5,19.0,0.0,0.95
PRV53113,0.0,19320.0,19320.0,0.0,0.0,81.0,No,19320.0,0.0,0.9999482428445732,0.0,235.609756097561,81.0,0.0,0.9878048780487804
PRV53116,0.0,8230.0,8230.0,0.0,0.0,44.0,No,8230.0,0.0,0.9998785080792127,0.0,182.88888888888889,44.0,0.0,0.9777777777777776
PRV53122,0.0,8070.0,8070.0,0.0,0.0,24.0,No,8070.0,0.0,0.9998760996159088,0.0,322.8,24.0,0.0,0.96
PRV53126,0.0,11820.0,11820.0,0.0,0.0,34.0,No,11820.0,0.0,0.999915404788089,0.0,337.7142857142857,34.0,0.0,0.9714285714285714
PRV53134,0.0,4030.0,4030.0,0.0,0.0,10.0,No,4030.0,0.0,0.9997519225998512,0.0,366.3636363636364,10.0,0.0,0.9090909090909092
PRV53137,0.0,8900.0,8900.0,0.0,0.0,30.0,No,8900.0,0.0,0.9998876530726885,0.0,287.0967741935484,30.0,0.0,0.967741935483871
PRV53138,0.0,1570.0,1570.0,0.0,0.0,10.0,No,1570.0,0.0,0.9993634627625716,0.0,142.72727272727272,10.0,0.0,0.9090909090909092
PRV53139,0.0,780.0,780.0,0.0,0.0,9.0,No,780.0,0.0,0.998719590268886,0.0,78.0,9.0,0.0,0.9
PRV53140,0.0,2180.0,2180.0,0.0,0.0,21.0,No,2180.0,0.0,0.9995414947271892,0.0,99.0909090909091,21.0,0.0,0.9545454545454546
PRV53147,0.0,6760.0,6760.0,0.0,0.0,18.0,No,6760.0,0.0,0.9998520928856678,0.0,355.7894736842105,18.0,0.0,0.9473684210526316
PRV53148,0.0,2580.0,2580.0,0.0,0.0,15.0,No,2580.0,0.0,0.9996125532739248,0.0,161.25,15.0,0.0,0.9375
PRV53149,0.0,14860.0,14860.0,0.0,0.0,61.0,No,14860.0,0.0,0.9999327097772692,0.0,239.67741935483872,61.0,0.0,0.9838709677419356
PRV53150,0.0,3130.0,3130.0,0.0,0.0,13.0,No,3130.0,0.0,0.9996806132226126,0.0,223.57142857142856,13.0,0.0,0.9285714285714286
PRV53151,0.0,6360.0,6360.0,0.0,0.0,25.0,No,6360.0,0.0,0.9998427920138344,0.0,244.6153846153846,25.0,0.0,0.9615384615384616
PRV53154,0.0,23670.0,23670.0,0.0,0.0,52.0,No,23670.0,0.0,0.9999577542140172,0.0,446.6037735849056,52.0,0.0,0.981132075471698
PRV53156,0.0,6570.0,6570.0,0.0,0.0,16.0,No,6570.0,0.0,0.9998478161619236,0.0,386.4705882352941,16.0,0.0,0.9411764705882352
PRV53158,0.0,710.0,710.0,0.0,0.0,7.0,No,710.0,0.0,0.9985935302391,0.0,88.75,7.0,0.0,0.875
PRV53162,0.0,1350.0,1350.0,0.0,0.0,5.0,No,1350.0,0.0,0.999259807549963,0.0,225.0,5.0,0.0,0.8333333333333334
PRV53163,0.0,800.0,800.0,0.0,0.0,12.0,No,800.0,0.0,0.9987515605493134,0.0,61.53846153846154,12.0,0.0,0.9230769230769232
PRV53164,0.0,4180.0,4180.0,0.0,0.0,25.0,No,4180.0,0.0,0.9997608227696724,0.0,160.76923076923077,25.0,0.0,0.9615384615384616
PRV53171,0.0,8330.0,8330.0,0.0,0.0,17.0,No,8330.0,0.0,0.9998799663905894,0.0,462.77777777777777,17.0,0.0,0.9444444444444444
PRV53173,0.0,16610.0,16610.0,0.0,0.0,43.0,No,16610.0,0.0,0.9999397989284208,0.0,377.5,43.0,0.0,0.9772727272727272
PRV53175,0.0,710.0,710.0,0.0,0.0,9.0,No,710.0,0.0,0.9985935302391,0.0,71.0,9.0,0.0,0.9
PRV53176,0.0,6000.0,6000.0,0.0,0.0,34.0,No,6000.0,0.0,0.9998333611064822,0.0,171.42857142857142,34.0,0.0,0.9714285714285714
PRV53177,0.0,1520.0,1520.0,0.0,0.0,16.0,No,1520.0,0.0,0.9993425378040762,0.0,89.41176470588235,16.0,0.0,0.9411764705882352
PRV53178,0.0,730.0,730.0,0.0,0.0,7.0,No,730.0,0.0,0.9986320109439124,0.0,91.25,7.0,0.0,0.875
PRV53180,0.0,3010.0,3010.0,0.0,0.0,5.0,No,3010.0,0.0,0.9996678844237796,0.0,501.6666666666667,5.0,0.0,0.8333333333333334
PRV53186,0.0,4710.0,4710.0,0.0,0.0,8.0,No,4710.0,0.0,0.9997877308427086,0.0,523.3333333333334,8.0,0.0,0.8888888888888888
PRV53188,0.0,1220.0,1220.0,0.0,0.0,10.0,No,1220.0,0.0,0.9991809991809992,0.0,110.9090909090909,10.0,0.0,0.9090909090909092
PRV53191,0.0,3310.0,3310.0,0.0,0.0,15.0,No,3310.0,0.0,0.9996979764421624,0.0,206.875,15.0,0.0,0.9375
PRV53196,0.0,4480.0,4480.0,0.0,0.0,16.0,No,4480.0,0.0,0.999776835527784,0.0,263.52941176470586,16.0,0.0,0.9411764705882352
PRV53202,0.0,670.0,670.0,0.0,0.0,11.0,No,670.0,0.0,0.9985096870342772,0.0,55.833333333333336,11.0,0.0,0.9166666666666666
PRV53204,0.0,3020.0,3020.0,0.0,0.0,7.0,No,3020.0,0.0,0.9996689837802052,0.0,377.5,7.0,0.0,0.875
PRV53205,0.0,1280.0,1280.0,0.0,0.0,14.0,No,1280.0,0.0,0.9992193598750976,0.0,85.33333333333333,14.0,0.0,0.9333333333333332
PRV53213,0.0,6910.0,6910.0,0.0,0.0,22.0,No,6910.0,0.0,0.999855303139922,0.0,300.4347826086956,22.0,0.0,0.9565217391304348
PRV53214,0.0,4280.0,4280.0,0.0,0.0,18.0,No,4280.0,0.0,0.9997664097173558,0.0,225.26315789473685,18.0,0.0,0.9473684210526316
PRV53215,0.0,1560.0,1560.0,0.0,0.0,11.0,No,1560.0,0.0,0.9993593850096092,0.0,130.0,11.0,0.0,0.9166666666666666
PRV53217,0.0,1570.0,1570.0,0.0,0.0,5.0,No,1570.0,0.0,0.9993634627625716,0.0,261.6666666666667,5.0,0.0,0.8333333333333334
PRV53218,0.0,2780.0,2780.0,0.0,0.0,13.0,No,2780.0,0.0,0.9996404171161452,0.0,198.57142857142856,13.0,0.0,0.9285714285714286
PRV53221,0.0,6510.0,6510.0,0.0,0.0,16.0,No,6510.0,0.0,0.999846413761327,0.0,382.9411764705882,16.0,0.0,0.9411764705882352
PRV53222,0.0,10770.0,10770.0,0.0,0.0,45.0,No,10770.0,0.0,0.9999071581097392,0.0,234.1304347826087,45.0,0.0,0.9782608695652174
PRV53223,0.0,11790.0,11790.0,0.0,0.0,23.0,No,11790.0,0.0,0.9999151895513528,0.0,491.25,23.0,0.0,0.9583333333333334
PRV53224,0.0,1680.0,1680.0,0.0,0.0,12.0,No,1680.0,0.0,0.9994051160023796,0.0,129.23076923076923,12.0,0.0,0.9230769230769232
PRV53227,0.0,18610.0,18610.0,0.0,0.0,74.0,No,18610.0,0.0,0.9999462683359304,0.0,248.13333333333333,74.0,0.0,0.9866666666666668
PRV53230,0.0,16260.0,16260.0,0.0,0.0,56.0,No,16260.0,0.0,0.9999385031670868,0.0,285.2631578947368,56.0,0.0,0.9824561403508772
PRV53232,0.0,25300.0,25300.0,0.0,0.0,64.0,No,25300.0,0.0,0.999960475870519,0.0,389.2307692307692,64.0,0.0,0.9846153846153848
PRV53237,0.0,1230.0,1230.0,0.0,0.0,8.0,No,1230.0,0.0,0.9991876523151908,0.0,136.66666666666666,8.0,0.0,0.8888888888888888
PRV53254,0.0,1190.0,1190.0,0.0,0.0,9.0,No,1190.0,0.0,0.9991603694374476,0.0,119.0,9.0,0.0,0.9
PRV53255,0.0,7760.0,7760.0,0.0,0.0,26.0,No,7760.0,0.0,0.9998711506249196,0.0,287.4074074074074,26.0,0.0,0.9629629629629628
PRV53257,0.0,11120.0,11120.0,0.0,0.0,25.0,No,11120.0,0.0,0.9999100800287744,0.0,427.6923076923077,25.0,0.0,0.9615384615384616
PRV53274,0.0,4490.0,4490.0,0.0,0.0,30.0,No,4490.0,0.0,0.9997773324426632,0.0,144.83870967741936,30.0,0.0,0.967741935483871
PRV53280,0.0,2030.0,2030.0,0.0,0.0,15.0,No,2030.0,0.0,0.999507631708518,0.0,126.875,15.0,0.0,0.9375
PRV53282,0.0,5730.0,5730.0,0.0,0.0,31.0,No,5730.0,0.0,0.9998255103821324,0.0,179.0625,31.0,0.0,0.96875
PRV53288,0.0,12340.0,12340.0,0.0,0.0,43.0,No,12340.0,0.0,0.9999189692893606,0.0,280.45454545454544,43.0,0.0,0.9772727272727272
PRV53290,0.0,3860.0,3860.0,0.0,0.0,6.0,No,3860.0,0.0,0.9997409997409996,0.0,551.4285714285714,6.0,0.0,0.8571428571428571
PRV53291,0.0,2730.0,2730.0,0.0,0.0,10.0,No,2730.0,0.0,0.9996338337605272,0.0,248.1818181818182,10.0,0.0,0.9090909090909092
PRV53293,0.0,10080.0,10080.0,0.0,0.0,41.0,No,10080.0,0.0,0.9999008034917172,0.0,240.0,41.0,0.0,0.9761904761904762
PRV53301,0.0,16070.0,16070.0,0.0,0.0,67.0,No,16070.0,0.0,0.9999377761184742,0.0,236.3235294117647,67.0,0.0,0.9852941176470588
PRV53306,0.0,17600.0,17600.0,0.0,0.0,78.0,No,17600.0,0.0,0.9999431850463042,0.0,222.78481012658227,78.0,0.0,0.9873417721518988
PRV53307,0.0,7430.0,7430.0,0.0,0.0,34.0,No,7430.0,0.0,0.9998654286098776,0.0,212.28571428571428,34.0,0.0,0.9714285714285714
PRV53310,0.0,2290.0,2290.0,0.0,0.0,10.0,No,2290.0,0.0,0.9995635093845482,0.0,208.1818181818182,10.0,0.0,0.9090909090909092
PRV53313,0.0,17800.0,17800.0,0.0,0.0,68.0,No,17800.0,0.0,0.999943823380709,0.0,257.9710144927536,68.0,0.0,0.9855072463768116
PRV53315,0.0,8340.0,8340.0,0.0,0.0,25.0,No,8340.0,0.0,0.9998801102985252,0.0,320.7692307692308,25.0,0.0,0.9615384615384616
PRV53318,0.0,9420.0,9420.0,0.0,0.0,21.0,No,9420.0,0.0,0.9998938541556098,0.0,428.1818181818182,21.0,0.0,0.9545454545454546
PRV53321,0.0,27530.0,27530.0,0.0,0.0,81.0,No,27530.0,0.0,0.9999636773092152,0.0,335.7317073170732,81.0,0.0,0.9878048780487804
PRV53323,0.0,2920.0,2920.0,0.0,0.0,18.0,No,2920.0,0.0,0.999657651489216,0.0,153.68421052631578,18.0,0.0,0.9473684210526316
PRV53325,0.0,12890.0,12890.0,0.0,0.0,63.0,No,12890.0,0.0,0.999922426499108,0.0,201.40625,63.0,0.0,0.984375
PRV53331,0.0,810.0,810.0,0.0,0.0,7.0,No,810.0,0.0,0.998766954377312,0.0,101.25,7.0,0.0,0.875
PRV53334,0.0,9340.0,9340.0,0.0,0.0,29.0,No,9340.0,0.0,0.9998929450808264,0.0,311.3333333333333,29.0,0.0,0.9666666666666668
PRV53337,0.0,1620.0,1620.0,0.0,0.0,5.0,No,1620.0,0.0,0.999383096853794,0.0,270.0,5.0,0.0,0.8333333333333334
PRV53339,0.0,1430.0,1430.0,0.0,0.0,10.0,No,1430.0,0.0,0.9993011879804332,0.0,130.0,10.0,0.0,0.9090909090909092
PRV53340,0.0,2170.0,2170.0,0.0,0.0,23.0,No,2170.0,0.0,0.9995393827729157,0.0,90.41666666666669,23.0,0.0,0.9583333333333334
PRV53341,0.0,4090.0,4090.0,0.0,0.0,9.0,No,4090.0,0.0,0.9997555609875336,0.0,409.0,9.0,0.0,0.9
PRV53342,0.0,25810.0,25810.0,0.0,0.0,73.0,No,25810.0,0.0,0.999961256828484,0.0,348.7837837837838,73.0,0.0,0.9864864864864864
PRV53349,0.0,2180.0,2180.0,0.0,0.0,24.0,No,2180.0,0.0,0.9995414947271892,0.0,87.2,24.0,0.0,0.96
PRV53351,0.0,4660.0,4660.0,0.0,0.0,18.0,No,4660.0,0.0,0.9997854537652864,0.0,245.26315789473685,18.0,0.0,0.9473684210526316
PRV53353,0.0,9310.0,9310.0,0.0,0.0,30.0,No,9310.0,0.0,0.9998926001503596,0.0,300.3225806451613,30.0,0.0,0.967741935483871
PRV53354,0.0,5120.0,5120.0,0.0,0.0,18.0,No,5120.0,0.0,0.9998047256395236,0.0,269.4736842105263,18.0,0.0,0.9473684210526316
PRV53356,0.0,3950.0,3950.0,0.0,0.0,38.0,No,3950.0,0.0,0.9997468995191092,0.0,101.28205128205128,38.0,0.0,0.9743589743589745
PRV53360,0.0,2660.0,2660.0,0.0,0.0,20.0,No,2660.0,0.0,0.9996242014280344,0.0,126.66666666666669,20.0,0.0,0.9523809523809524
PRV53361,0.0,4540.0,4540.0,0.0,0.0,9.0,No,4540.0,0.0,0.9997797841885048,0.0,454.0,9.0,0.0,0.9
PRV53362,0.0,13220.0,13220.0,0.0,0.0,35.0,No,13220.0,0.0,0.9999243627562212,0.0,367.22222222222223,35.0,0.0,0.9722222222222222
PRV53363,0.0,16940.0,16940.0,0.0,0.0,41.0,No,16940.0,0.0,0.9999409716073432,0.0,403.3333333333333,41.0,0.0,0.9761904761904762
PRV53364,0.0,8770.0,8770.0,0.0,0.0,26.0,No,8770.0,0.0,0.9998859879147188,0.0,324.81481481481484,26.0,0.0,0.9629629629629628
PRV53365,0.0,730.0,730.0,0.0,0.0,6.0,No,730.0,0.0,0.9986320109439124,0.0,104.28571428571428,6.0,0.0,0.8571428571428571
PRV53370,0.0,1070.0,1070.0,0.0,0.0,9.0,No,1070.0,0.0,0.9990662931839402,0.0,107.0,9.0,0.0,0.9
PRV53371,0.0,10930.0,10930.0,0.0,0.0,43.0,No,10930.0,0.0,0.999908517061568,0.0,248.4090909090909,43.0,0.0,0.9772727272727272
PRV53375,0.0,4590.0,4590.0,0.0,0.0,15.0,No,4590.0,0.0,0.999782182531039,0.0,286.875,15.0,0.0,0.9375
